journal_abbrev,oldest_PMID,newest_PMID,random_PMID,FindIt_coverage
Food Sci Technol Int,38856150,38856150,37553978,False
Front Med China,N/A,N/A,N/A,True
HERD,38807411,38807411,37287232,False
Health Syst Transit,38841877,38841877,23902994,False
J Bras Nefrol,38913332,38913332,38039493,False
J Crohns Colitis,38908002,38908002,38408273,False
J Physician Assist Educ,38874359,38874359,37787744,False
MD Advis,36214862,36214862,30835980,False
Med Ultrason,38909378,38909378,37778022,False
Nepal J Ophthalmol,35996923,35996923,35996911,False
Rev Bras Reumatol,N/A,N/A,N/A,True
Sex Reprod Healthc,38906085,38906085,37690309,False
J Evid Based Med,N/A,N/A,N/A,True
J Radiol Case Rep,38910589,38910589,35586084,False
Chem Sci,38903241,38903241,38846403,False
J Plant Dis Prot (2006),37576720,37576720,35965942,False
BMJ Qual Saf,N/A,N/A,N/A,True
Korean J Pediatr,31870087,31870087,30999728,False
J Oral Maxillofac Pathol,38800450,38800450,38033967,False
Korean J Hematol,23320013,23320013,22479272,False
Epidemiol Health,38901828,38901828,38901828,False
Rare Tumors,38766573,38766573,37256198,False
Int Neurourol J,38569623,38569623,37798884,False
J Pharm Bioallied Sci,38882905,38882905,38882895,False
Hepat Res Treat,29234524,29234524,27446609,False
Int J Vasc Med,38356738,38356738,35712525,False
Neurol Res Int,38887668,38887668,34194843,False
Clin Cosmet Investig Dermatol,38911341,38911341,38800357,False
J Asthma Allergy,38860030,38860030,38623449,False
J Aging Res,38746043,38746043,38149286,False
Autoimmune Dis,38571561,38571561,36338545,False
Depress Res Treat,38651016,38651016,37601160,False
Biochem Res Int,38665151,38665151,35865720,False
Int J Nephrol,38799728,38799728,36950660,False
J Skin Cancer,38803467,38803467,35573163,False
Front Neurol,38915804,38915804,38882697,False
Investig Genet,26998214,26998214,24245602,False
Eur Rev Aging Phys Act,38914940,38914940,36890434,False
Evid Based Child Health,25504975,25504975,23877941,False
J Pest Sci (2004),38223748,38223748,24563647,False
Neuroethics,38752000,38752000,34721724,False
Evol Intell,37360587,37360587,36406009,False
Curr Breast Cancer Rep,38725438,38725438,27330677,False
EPMA J,38841626,38841626,38841616,False
Crit Ultrasound J,30564947,30564947,30109455,False
Frontline Gastroenterol,N/A,N/A,N/A,True
Nucl Med Mol Imaging,38633291,38633291,38510819,False
Transcription,38739365,38739365,32748694,False
EMS World,29966077,29966077,29953764,False
Electrolyte Blood Press,38152602,38152602,35003283,False
J Indian Prosthodont Soc,38650346,38650346,37929359,False
Forestry (Lond),30739949,30739949,30739949,False
Anat Cell Biol,38916082,38916082,36935109,False
J Maxillofac Oral Surg,38911434,38911434,38911426,False
Craniomaxillofac Trauma Reconstr,38779405,38779405,38779404,False
J Korean Soc Coloproctol,23346513,23346513,21980586,False
Prim Care Companion CNS Disord,38905514,38905514,38684010,False
J Forensic Dent Sci,32801591,32801591,29657486,False
Ind Psychiatry J,38853819,38853819,38370965,False
PhytoKeys,38912426,38912426,38854498,False
Adv Inorg Chem,35095189,35095189,30381783,False
J Public Ment Health,36185543,36185543,29721034,False
Wiley Interdiscip Rev Cogn Sci,38831670,38831670,36189848,False
Evid Policy,38911233,38911233,21258626,False
Eur Phys J B,37041759,37041759,34720710,False
Clin Res Cardiol Suppl,30945119,30945119,22528178,False
Mar Freshw Behav Physiol,27559270,27559270,23487569,False
Front Pharmacol,38915475,38915475,38895624,False
J Agric Sci,37641790,37641790,26500373,False
Medicare Medicaid Res Rev,25639538,25639538,24753978,False
ACS Comb Sci,33307697,33307697,31829554,False
Vertebr Zool,35693755,35693755,33163116,False
Int J Surg Case Rep,38909390,38909390,38885606,False
Adv Nutr,38908896,38908896,38583862,False
Biol Sex Differ,38898532,38898532,38129916,False
Arch Razi Inst,38828184,38828184,38590676,False
Innov Clin Neurosci,38495611,38495611,36204171,False
Genet Res (Camb),38715622,38715622,37033161,False
Integr Med Insights,28904523,28904523,27053918,False
Mens Sana Monogr,28031638,28031638,24891797,False
Front Synaptic Neurosci,38915459,38915459,35769072,False
Front Physiol,38915781,38915781,38887318,False
Adv Appl Bioinform Chem,38764460,38764460,23696708,False
Infect Drug Resist,38915321,38915321,38711472,False
Int J Nephrol Renovasc Dis,38882658,38882658,38149041,False
Comp Cytogenet,38798789,38798789,32431788,False
Diving Hyperb Med,38870957,38870957,38507909,False
Int J Risk Saf Med,38875047,38875047,37718853,False
Drug Healthc Patient Saf,38911456,38911456,34764701,False
Front Microbiol,38915301,38915301,38887717,False
Adv NPs PAs,24575580,24575580,23599994,False
Front Psychol,38915431,38915431,38915429,False
Realites,21265066,21265066,21265066,False
Baessler Arch Beitr Volkerkd,21265067,21265067,21265067,False
Journ Sci Cent Nat Coord Etud Rech Nutr Aliment,21265073,21265073,21265073,False
Mem Proc Manch Lit Philos Soc,21265072,21265072,21265072,False
Deaconess Hosp Med Bull,21265070,21265070,21265068,False
Cah Bazadais,21265065,21265065,21265065,False
Curr Top Surg Res,21625355,21625355,21625355,False
Diabet Nephrop,34690415,34690415,34690415,False
Audiol Today,36249161,36249161,36249161,False
Fed Pract,38835927,38835927,38835925,False
Future Gener Comput Syst,36714386,36714386,35342213,False
Appl Artif Intell,33731974,33731974,24839351,False
Atmos Chem Phys,38846712,38846712,33414816,False
Electron Notes Theor Comput Sci,21572536,21572536,21572536,False
Alzheimers Dis Res J,25243046,25243046,25243046,False
Clin Epigenetics,38915093,38915093,38098098,False
Cancer Nanotechnol,37869575,37869575,28217175,False
ChemCatChem,38846965,38846965,31681449,False
Horm Mol Biol Clin Investig,N/A,N/A,N/A,True
Agric Econ,36718268,36718268,34149129,False
Cell Med,32634197,32634197,26858863,False
Contrib Econ Analysis Policy,21339848,21339848,21339848,False
Gend Work Organ,36721495,36721495,34898868,False
Harvard Health Policy Rev,26078727,26078727,26078727,False
Proc IEEE Int Conf Inf Reuse Integr,30221256,30221256,28413839,False
Proc IEEE Int Conf Semant Comput,35252462,35252462,21625412,False
Hepat Med,38859813,38859813,31632162,False
Front Psychiatry,38915850,38915850,38895036,False
Chiropr Man Therap,38915085,38915085,37277875,False
Spectrosc Lett,24058214,24058214,24058214,False
Surg Res Commun,21552396,21552396,21552393,False
Opt Mater (Amst),38283740,38283740,37193363,False
Qual Inq,38464422,38464422,38344056,False
ASHA Lead,24244099,24244099,21822370,False
J Ethnobiol,35692569,35692569,35620645,False
Qual Res,38855362,38855362,21297880,False
Oral Biosci Med,21822445,21822445,21822445,False
Internet J Microbiol,25598863,25598863,25598863,False
J LGBT Issues Couns,35356098,35356098,21709758,False
Trans Jpn Soc Artif Intell,21308002,21308002,21308002,False
Psychopharm Rev,24634707,24634707,24634707,False
Soc Med (Soc Med Publ Group),31723340,31723340,31723340,False
J Optom,38908038,38908038,36400680,False
Pharm Outsourcing,21822462,21822462,21822462,False
Ther Adv Musculoskelet Dis,38846756,38846756,36105413,False
J Interv Oncol,21857888,21857888,21857888,False
J Clin Med Res,38855785,38855785,36755766,False
Integr Comput Aided Eng,31093004,31093004,21686030,False
Int J Head Neck Surg,34305353,34305353,34305353,False
J Nucleic Acids Investig,25197549,25197549,21666870,False
Int J Refrig,37520788,37520788,33071388,False
Math Comput Model Dyn Syst,30498392,30498392,21270955,False
Sort (Barc),25309603,25309603,21966296,False
Technol Innov,35096277,35096277,28066531,False
Int J Divers Organ Communities Nations,21528111,21528111,21528111,False
Polymers (Basel),38891560,38891560,38891498,False
Vibrant,26346060,26346060,26346060,False
Pract Neurol (Fort Wash Pa),37539046,37539046,33927583,False
Transl Neurosci,38860225,38860225,36304096,False
Limnology (Tokyo),36258754,36258754,36258754,False
Proc Okla Acad Sci,27867230,27867230,27867230,False
Energy Environ Sci,38899028,38899028,26269710,False
Ther Adv Urol,38826501,38826501,37359737,False
Clin Med Case Rep,24250226,24250226,24179341,False
Sultan Qaboos Univ Med J,38828259,38828259,38434453,False
Int J Ther Massage Bodywork,38873188,38873188,34079600,False
J Tissue Eng,38911101,38911101,37362901,False
J Lab Physicians,37780889,37780889,37323598,False
Herpesviridae,25324959,25324959,21429240,False
Perspect Clin Res,38765552,38765552,37554243,False
Beilstein J Nanotechnol,38887532,38887532,38317826,False
J Pharmacol Pharmacother,29472753,29472753,27440952,False
Biodiversity (Nepean),32309018,32309018,32309018,False
Biotechnol Res Int,29610687,29610687,23533781,False
Cell Oncol (Dordr),N/A,N/A,N/A,True
Int J Med Mushrooms,38884265,38884265,37824407,False
Clin Res Hepatol Gastroenterol,N/A,N/A,N/A,True
Fluids Barriers CNS,38898501,38898501,38566110,False
Invertebrate Surviv J,22461860,22461860,22461860,False
Int J Sports Phys Ther,38835988,38835988,38439771,False
Vasc Cell,28228935,28228935,24472220,False
Am J Biochem Biotechnol,27688738,27688738,27683277,False
Cancer Genet,N/A,N/A,N/A,True
IEEE Int Conf Robot Autom,38444998,38444998,29375926,False
Nurs Child Young People,38881235,38881235,34121371,False
Int J Clin Pharm,N/A,N/A,N/A,True
Trends Cell Mol Biol,29416266,29416266,30542240,False
Rev Belge Med Dent (1984),21384630,21384630,18506991,False
BMC Biophys,32181605,32181605,23394119,False
Adv Health Care Manag,38262018,38262018,24772882,False
Arab J Gastroenterol,38755047,38755047,37989673,False
Arab J Nephrol Transplant,25366512,25366512,22026341,False
Asian J Endosc Surg,38899511,38899511,37990363,False
J Inj Violence Res,38742658,38742658,31280275,False
Psychiatriki,38814271,38814271,34990378,False
Rev Esp Sanid Penit,38289171,38289171,33300940,False
Synth Proj Res Synth Rep,22052245,22052245,22051858,False
Turk Patoloji Derg,38801127,38801127,34514572,False
GMS Z Med Ausbild,26677513,26677513,26413167,False
Asian Herpetol Res,26389013,26389013,26389013,False
Chronic Dis Inj Can,25408189,25408189,24618375,False
J Soc Bras Fonoaudiol,23306697,23306697,22231059,False
J Res Med Sci,38855564,38855564,37064792,False
Dent Res J (Isfahan),38807662,38807662,38425325,False
Interface Focus,38618239,38618239,37065269,False
Int J Prev Med,38715700,38715700,38715700,False
World J Biol Chem,37901302,37901302,30622681,False
World J Gastrointest Pharmacol Ther,38846968,38846968,33251034,False
World J Gastrointest Pathophysiol,38845820,38845820,35720165,False
World J Diabetes,38766443,38766443,38591074,False
World J Clin Oncol,38835851,38835851,38576590,False
J Oral Microbiol,38910869,38910869,38174123,False
Pediatr Rep,38804377,38804377,38391002,False
Neurol Int,38804484,38804484,37606393,False
J Ophthalmic Inflamm Infect,38900395,38900395,36881194,False
AIDS Res Treat,38328798,38328798,31467708,False
Int J Mol Imaging,29181196,29181196,24724022,False
J Drug Deliv,32904658,32904658,23326667,False
J Lipids,38757060,38757060,29318046,False
J Pregnancy,38883212,38883212,36120504,False
Indian J Endocrinol Metab,38911120,38911120,37583407,False
Diabetes Metab J,38889769,38889769,38310882,False
J Bangladesh Coll Phys Surg,22279410,22279410,22279410,False
Opt Photonics News,36199810,36199810,28572714,False
J Vocat Rehabil,37810907,37810907,31105415,False
Ther Communities,38826512,38826512,38826512,False
Swiss J Psychol,22318972,22318972,22318972,False
Softw Pract Exp,35942331,35942331,31423028,False
Flavour Fragr J,38505272,38505272,21731190,False
East Asian Sci Technol Med,22334955,22334955,22334955,False
Curr Psychos Ther Rep,25620894,25620894,21691454,False
J Womens Health Phys Therap,35757164,35757164,29375282,False
J Organ Dysfunct,21566680,21566680,21566680,False
Bull Hist Chem,26412957,26412957,21443028,False
Psychosis,38617133,38617133,33717207,False
Am J Chin Stud,21456327,21456327,21456327,False
Soc Psychol Educ,37416865,37416865,35702270,False
J Cachexia Sarcopenia Muscle,38898741,38898741,38225218,False
Am Stud Int,21456326,21456326,21456326,False
Asian Agrihist,21506446,21506446,21506446,False
Aschkenas (Wien),21456330,21456330,21456329,False
Atl Stud (Abingdon),29696056,29696056,29696056,False
Am J Islam Soc Sci,21456328,21456328,21456328,False
Sel Pap Consort Revolut Eur 1759 1850,22334951,22334951,22334950,False
Am lit Hist,32863576,32863576,21826823,False
Dimensions (N Y N Y),22334954,22334954,22334954,False
Bios (Leverk),22279645,22279645,22279640,False
Bl Dtsch Landesgesch,22279646,22279646,22279646,False
Bus Econ Hist,22282965,22282965,22279654,False
Caribb Q,22295430,22295430,22295430,False
Comparativ (Leipz),22332283,22332283,22332281,False
Eur Stud J,22334956,22334956,22334956,False
Front Med,N/A,N/A,N/A,True
Carbohydr Chem,21785678,21785678,34290849,False
Viewp Dig Dis,21566687,21566687,21566687,False
Crit Care (Fullerton),21494424,21494424,21494424,False
Curr Top Membr,38007271,38007271,31610860,False
J Musculoskelet Pain,26568669,26568669,21731407,False
Proc Hum Factors Ergon Soc Annu Meet,38450121,38450121,37304654,False
Clin Immunother,21566684,21566684,21566684,False
Phys Ther Rev,38348467,38348467,24078781,False
Graft (Georget Tex),21566686,21566686,21566686,False
Crit Care Shock,21949483,21949483,21949483,False
Gene Ther Regul,21603583,21603583,21603583,False
Appl Bionics Biomech,38715681,38715681,38125560,False
Am J Environ Sci,21479150,21479150,21479150,False
Acoust Today,36970498,36970498,31423114,False
Curr Bladder Dysfunct Rep,37206992,37206992,30899337,False
Infant Child Adolesc Nutr,26413195,26413195,26236422,False
Assess Eff Interv,34737678,34737678,21479152,False
Biopreserv Biobank,38905140,38905140,38905140,False
Am J Cancer Res,38859869,38859869,38590414,False
Bull Chem Soc Ethiop,21822360,21822360,21822360,False
Biochem Insights,31762587,31762587,28469442,False
Card Electrophysiol Clin,38749645,38749645,37558294,False
Dent Hypotheses,35028192,35028192,21698071,False
Dig Tech Pap IEEE Int Solid State Circuits Conf,38628828,38628828,36844419,False
Environ Fluid Mech (Dordr),35965667,35965667,32214917,False
Equity Excell Educ,23554547,23554547,23554547,False
Educ Horiz,24839302,24839302,24839302,False
Eur J Polit Econ,37361198,37361198,32362700,False
Decis Support Syst,37359458,37359458,35971408,False
J Eng Mater Technol,35832730,35832730,35832730,False
J Appl Comput Sci Methods,21785615,21785615,21785615,False
Data Knowl Eng,37251597,37251597,34602688,False
Int Neurotrauma Lett,24143330,24143330,24143330,False
Surf Sci Rep,34194128,34194128,32287559,False
J Blood Med,38912419,38912419,37163174,False
Mark Lett,36777240,36777240,33462527,False
Open Access Anim Physiol,21866215,21866215,21866215,False
J Neuroparasitology,23487348,23487348,21738876,False
J Med Cases,38855296,38855296,37435105,False
Org Chem Int,26689538,26689538,21552456,False
J Fluids Eng,35673360,35673360,25931642,False
Proc Int Conf Biomed Eng Inform,21566727,21566727,21566727,False
Gastronomica (Berkeley Calif),34267602,34267602,21539056,False
Gesch Ggw (Graz),22334957,22334957,22334957,False
Hanguk Kwahaksa Hakhoeji,22334962,22334962,22334962,False
Hisp Rev,22334963,22334963,22334963,False
Hist Technol,32089587,32089587,21826822,False
Hist J Film Radio Telev,35528724,35528724,35528724,False
Minerva Pneumol,23687390,23687390,23539488,False
Focus Except Child,23997274,23997274,25614707,False
Nihon Shokaki Geka Gakkai Zasshi,21499443,21499443,21499443,False
Child Youth Serv,38013898,38013898,24453385,False
J Musculoskelet Med,21625299,21625299,21625299,False
Psychoanal Psychother,36711048,36711048,36711048,False
Appl Clin Trials,25642125,25642125,22798719,False
Minerva Biotecnol,21687833,21687833,21687833,False
Medicine (Abingdon),36570784,36570784,32895605,False
S Afr Fam Pract (2004),38832393,38832393,37782230,False
J Maint Addict,21796240,21796240,23525520,False
Found Sci,37359083,37359083,31938016,False
